Transcript,sequence.length,best.hit.to.nr,hit.length,E.value,Bit.score,GO.Biological.Process,GO.Cellular.Component,GO.Molecular.Function,Enzyme,Domain,annotation.type,pval,adj.r.squared,padj,Apicea.type,Acarolinensis.type
6812|*|comp149086_c0_seq1,1748,gi|332031381|gb|EGI70894.1| hypothetical protein G5I_00320 ,77,5.38E-35,155.326213,GO:0006030 chitin metabolic process,GO:0005576 extracellular region,GO:0008061 chitin binding,-,-,GO only,9.67E-09,0.90967948,1.62E-06,Low,Low
68195|*|comp144655_c0_seq8,267,-,-,-,-,-,-,-,-,-,,4.16E-06,0.804409719,0.00020095,Intermediate,Low
6841|*|comp139036_c0_seq1,1742,gi|332019120|gb|EGI59639.1| Transmembrane GTPase Marf ,349,5.76E-228,780.334886,GO:0048662 negative regulation of smooth muscle cell proliferation | GO:0007409 axonogenesis | GO:0006184 GTP catabolic process | GO:0007528 neuromuscular junction development | GO:0008053 mitochondrial fusion | GO:0019896 axon transport of mitochondrion,GO:0016021 integral to membrane | GO:0005741 mitochondrial outer membrane,GO:0005525 GTP binding | GO:0003924 GTPase activity,-,pfam04799 Fzo_mitofusin,GO & Domain,5.27E-07,0.849882067,3.85005E-05,Low,Intermediate
68428|*|comp3393328_c0_seq1,266,gi|492714279|ref|WP_005932613.1| 5'-nucleotidase ,81,2.40E-43,173.722017,-,-,-,-,-,,4.22E-07,0.854092465,3.24276E-05,NotResp,Low
68436|*|comp112710_c0_seq1,266,-,-,-,-,-,-,-,-,-,,4.27E-06,0.80372064,0.000205404,Low,Intermediate
68467|*|comp150825_c2_seq2,266,-,-,-,-,-,-,-,-,-,,2.32E-12,0.968380033,1.62E-09,Low,Low
68559|*|comp149498_c2_seq3,266,-,-,-,-,-,-,-,-,-,,2.58E-06,0.816028263,0.000136654,Low,High
6882|*|comp144974_c0_seq1,1735,gi|332024890|gb|EGI65078.1| Aldose reductase ,317,1.68E-198,682.523048,GO:0055114 oxidation-reduction process | GO:0006000 fructose metabolic process | GO:0006012 galactose metabolic process | GO:0006013 mannose metabolic process | GO:0006090 pyruvate metabolic process | GO:0046486 glycerolipid metabolic process,-,GO:0004032 alditol:NADP+ 1-oxidoreductase activity,-,pfam00248 Aldo_ket_red,GO & Domain,6.94E-06,0.791066897,0.000304331,Intermediate,Intermediate
6883|*|comp138699_c0_seq1,1735,gi|307188140|gb|EFN72972.1| Ankyrin repeat domain-containing protein 12 ,293,7.96E-193,663.678565,-,-,-,-,-,,2.85E-06,0.813632218,0.000148021,Low,Intermediate
68850|*|comp141226_c1_seq1,265,-,-,-,-,-,-,-,-,-,,2.06E-08,0.900618285,2.88E-06,High,Low
68899|*|comp1556670_c0_seq1,265,-,-,-,-,-,-,-,-,-,,5.13E-06,0.799028638,0.000239148,Low,NotResp
6892|*|comp145531_c0_seq1,1733,gi|322799185|gb|EFZ20615.1| hypothetical protein SINV_05916 ,120,1.41E-72,269.739143,GO:0042384 cilium assembly,GO:0016021 integral to membrane | GO:0034464 BBSome,-,-,-,GO only,8.52E-07,0.840381091,5.62779E-05,Low,Low
68942|*|comp2904805_c0_seq1,265,-,-,-,-,-,-,-,-,-,,1.48E-07,0.872283664,1.42444E-05,Bimodal,High
69002|*|comp150825_c2_seq1,265,-,-,-,-,-,-,-,-,-,,2.04E-12,0.968883588,1.47E-09,Low,Low
6901|*|comp144083_c0_seq1,1732,gi|322793247|gb|EFZ16904.1| hypothetical protein SINV_13084 ,141,3.93E-56,220.384546,-,-,-,-,-,,6.00E-06,0.794948851,0.000270827,Intermediate,Bimodal
69244|*|comp149616_c0_seq1,264,-,-,-,-,-,-,-,-,-,,1.83E-13,0.977017704,2.13E-10,Intermediate,Intermediate
6932|*|comp149208_c0_seq22,1728,gi|332027213|gb|EGI67302.1| UPF0586 protein C9orf41-like protein ,52,4.81E-17,97.895409,-,-,-,-,-,,1.07E-13,0.978495098,1.40E-10,Intermediate,Bimodal
6952|*|comp124299_c0_seq1,1724,gi|332027559|gb|EGI67633.1| STIP1-like proteiny and U box-containing protein 1 ,291,7.04E-187,643.936727,GO:0016567 protein ubiquitination | GO:0055085 transmembrane transport | GO:0030001 metal ion transport | GO:0006030 chitin metabolic process,GO:0005576 extracellular region | GO:0016020 membrane | GO:0000151 ubiquitin ligase complex,GO:0046873 metal ion transmembrane transporter activity | GO:0004842 ubiquitin-protein ligase activity | GO:0008061 chitin binding,-,pfam04564 U-box | pfam13414 TPR_11 | pfam13432 TPR_16,GO & Domain,5.00E-06,0.799700773,0.000233897,Low,Intermediate
6953|*|Contig5712,1724,gi|307172619|gb|EFN63978.1| Aminopeptidase N ,193,1.27E-21,112.701788,GO:0006508 proteolysis,-,GO:0008237 metallopeptidase activity | GO:0008270 zinc ion binding | GO:0004177 aminopeptidase activity,-,-,GO only,2.03E-06,0.821589897,0.000111689,Intermediate,Intermediate
6954|*|comp146398_c0_seq1,1724,gi|322788219|gb|EFZ14001.1| hypothetical protein SINV_14366 ,407,1.36E-274,935.128851,GO:0006200 ATP catabolic process | GO:0006446 regulation of translational initiation,GO:0005840 ribosome,GO:0003743 translation initiation factor activity | GO:0008026 ATP-dependent helicase activity | GO:0005524 ATP binding,3.6.4.13 ,pfam00270 DEAD | pfam00271 Helicase_C | pfam13401 AAA_22,GO & Enzyme & Domain,1.00966E-05,0.780689682,0.00041084,Low,Intermediate
6973|*|comp148072_c0_seq5,1721,-,-,-,-,-,-,-,-,-,,1.88E-09,0.926573726,4.30E-07,Intermediate,Intermediate
69946|*|comp122152_c0_seq1,262,-,-,-,-,-,-,-,-,-,,5.16E-08,0.888331516,6.26E-06,Intermediate,Low
6997|*|comp150167_c1_seq5,1718,gi|322791813|gb|EFZ16030.1| hypothetical protein SINV_11253 ,38,2.90E-07,66.039259,-,-,-,-,-,,7.30E-07,0.843514148,5.01563E-05,Low,Low
70008|*|comp2918685_c0_seq1,262,-,-,-,-,-,-,-,-,-,,7.42E-06,0.789248416,0.000320883,Low,Intermediate
70109|*|Contig5238,262,-,-,-,-,-,-,-,-,-,,1.95E-12,0.969070202,1.42E-09,Low,Low
70115|*|comp142270_c1_seq1,262,-,-,-,-,-,-,-,-,-,,9.66E-06,0.781924492,0.000397729,Bimodal,Bimodal
70171|*|comp150415_c0_seq4,262,-,-,-,-,-,-,-,-,-,,6.38E-08,0.885273085,7.45E-06,Low,Low
7019|*|comp145829_c0_seq2,1714,gi|332029375|gb|EGI69330.1| Double-stranded RNA-specific editase 1 ,351,2.44E-191,658.743106,GO:0007275 multicellular organismal development,GO:0045095 keratin filament,-,-,pfam00035 dsrm,GO & Domain,3.38E-06,0.809510386,0.000170151,Low,Low
70304|*|comp149514_c1_seq2,262,-,-,-,-,-,-,-,-,pfam06906 DUF1272,Domain only,8.13E-07,0.841330473,5.42628E-05,Low,Low
7047|*|comp150694_c1_seq4,1710,gi|332026965|gb|EGI67061.1| Endothelin-converting enzyme 1 ,351,7.08E-172,594.133451,GO:0006508 proteolysis,-,GO:0004222 metalloendopeptidase activity,-,pfam01431 Peptidase_M13,GO & Domain,1.90E-06,0.823155814,0.000105994,Intermediate,Intermediate
70501|*|comp146155_c2_seq1,261,-,-,-,-,-,-,-,-,-,,6.17E-09,0.914670252,1.13E-06,Bimodal,Intermediate
70524|*|comp150380_c0_seq4,261,-,-,-,-,-,-,-,-,-,,1.19E-06,0.833332709,7.31223E-05,Low,Low
70530|*|comp112976_c0_seq1,261,-,-,-,-,-,-,-,-,-,,5.94E-10,0.936501307,1.70E-07,High,Low
70619|*|comp152593_c0_seq1,261,-,-,-,-,-,-,-,-,-,,8.38E-15,0.98437803,1.64E-11,Bimodal,Intermediate
7070|*|comp150345_c2_seq2,1705,gi|332030899|gb|EGI70535.1| Rho guanine nucleotide exchange factor 10 ,313,1.23E-183,633.168451,GO:0035023 regulation of Rho protein signal transduction | GO:0043087 regulation of GTPase activity,-,GO:0005089 Rho guanyl-nucleotide exchange factor activity | GO:0005543 phospholipid binding,-,-,GO only,2.16E-07,0.866026327,1.91583E-05,Intermediate,Intermediate
7072|*|Contig4482,1705,gi|322786153|gb|EFZ12759.1| hypothetical protein SINV_12000 ,309,4.14E-100,355.885349,-,-,-,-,pfam13359 DDE_4 | pfam01609 DDE_Tnp_1 | pfam04827 Plant_tran,Domain only,1.07E-06,0.83558495,6.74772E-05,High,Low
70777|*|comp3423493_c0_seq1,260,-,-,-,-,-,-,-,-,-,,2.55E-07,0.863197308,2.17291E-05,Low,NotResp
70795|*|comp142388_c1_seq1,260,gi|292625812|ref|XP_001340708.3| PREDICTED: protein transport protein Sec24A-like isoform X1 ,67,3.35E-08,65.590581,-,-,-,-,-,,3.29E-09,0.921183018,6.73E-07,Low,Low
707|*|Contig1443,4703,gi|332025522|gb|EGI65685.1| Spermine synthase ,366,5.76E-228,780.334886,GO:0006597 spermine biosynthetic process | GO:0006525 arginine metabolic process | GO:0006560 proline metabolic process | GO:0019482 beta-alanine metabolic process,-,GO:0016768 spermine synthase activity,-,pfam01564 Spermine_synth,GO & Domain,3.90E-07,0.855554113,3.04932E-05,Low,Low
70806|*|comp2785948_c0_seq1,260,gi|323301150|gb|ADX35917.1| RE29629p ,47,3.61E-26,122.124029,-,-,-,-,-,,6.13E-11,0.952299322,2.47E-08,Bimodal,NotResp
70856|*|comp150519_c1_seq14,260,-,-,-,-,-,-,-,-,-,,1.50E-06,0.828464172,8.77179E-05,Low,NotResp
7086|*|comp142809_c0_seq1,1704,-,-,-,-,-,-,-,-,-,,2.37E-07,0.864409155,2.07133E-05,High,High
70963|*|comp131556_c0_seq1,260,-,-,-,-,-,-,-,-,-,,1.90E-06,0.823107148,0.000106161,Bimodal,Bimodal
70980|*|comp150763_c4_seq1,260,-,-,-,-,-,-,-,-,-,,1.73E-07,0.869772624,1.60897E-05,Low,Low
71037|*|comp242062_c0_seq1,260,gi|322801822|gb|EFZ22399.1| hypothetical protein SINV_09066 ,51,5.94E-17,93.408627,GO:0055114 oxidation-reduction process | GO:0006118 electron transport,-,GO:0020037 heme binding | GO:0005506 iron ion binding | GO:0009055 electron carrier activity | GO:0070330 aromatase activity,-,-,GO only,1.25E-06,0.832424155,7.57261E-05,High,Intermediate
71085|*|comp2673288_c0_seq1,260,-,-,-,-,-,-,-,-,-,,6.51E-07,0.845772976,4.56918E-05,Low,NotResp
71125|*|comp2043443_c0_seq1,260,-,-,-,-,-,-,-,-,-,,5.31E-06,0.79813667,0.000246226,NotResp,Low
7116|*|Contig3979,1698,gi|332027090|gb|EGI67186.1| Retinol dehydrogenase 12 ,327,7.06E-177,610.734543,GO:0055114 oxidation-reduction process,-,GO:0016491 oxidoreductase activity,-,pfam00106 adh_short,GO & Domain,1.55E-09,0.928351147,3.67E-07,Low,Low
7118|*|Contig3758,1698,gi|270015519|gb|EFA11967.1| hypothetical protein TcasGA2_TC004048 ,372,3.00E-130,455.940578,GO:0006278 RNA-dependent DNA replication | GO:0006508 proteolysis | GO:0015074 DNA integration,-,GO:0004519 endonuclease activity | GO:0003964 RNA-directed DNA polymerase activity | GO:0003723 RNA binding | GO:0004190 aspartic-type endopeptidase activity | GO:0008270 zinc ion binding,-,pfam00665 rve,GO & Domain,2.81E-08,0.896616815,3.77E-06,High,High
7127|*|comp143488_c0_seq1,1697,gi|322787632|gb|EFZ13667.1| hypothetical protein SINV_11712 ,188,2.21E-115,406.585981,-,-,-,-,-,,3.35E-08,0.894292322,4.38E-06,Low,Low
7129|*|comp142353_c0_seq2,1697,gi|322795286|gb|EFZ18091.1| hypothetical protein SINV_04947 ,393,3.90E-275,936.923564,GO:0032259 methylation | GO:0006396 RNA processing | GO:0009451 RNA modification,-,GO:0016422 mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity,-,pfam05063 MT-A70,GO & Domain,1.31E-07,0.874340104,1.28873E-05,Low,Low
71301|*|comp3378376_c0_seq1,259,-,-,-,-,-,-,-,-,-,,3.75E-06,0.807005401,0.000184495,Low,NotResp
71452|*|comp150107_c0_seq4,259,-,-,-,-,-,-,-,-,-,,1.42E-09,0.929127945,3.43E-07,Intermediate,Intermediate
7150|*|comp137471_c0_seq1,1694,-,-,-,-,-,-,-,-,-,,3.72E-06,0.807154872,0.000183849,Low,High
71513|*|comp92757_c0_seq1,259,-,-,-,-,-,-,-,-,-,,1.05E-22,0.998395696,3.44E-18,High,High
7159|*|comp123892_c0_seq1,1693,gi|313471397|sp|P0CH87.1|PA1_VESCR RecName: Full=Venom phospholipase A1; AltName: Allergen=Vesp c 1,287,3.47E-53,211.410982,GO:0046486 glycerolipid metabolic process | GO:0009395 phospholipid catabolic process,GO:0005576 extracellular region,GO:0004806 triglyceride lipase activity | GO:0004623 phospholipase A2 activity | GO:0052740 1-acyl-2-lysophosphatidylserine acylhydrolase activity | GO:0052739 phosphatidylserine 1-acylhydrolase activity | GO:0008970 phosphatidylcholine 1-acylhydrolase activity,-,pfam00151 Lipase,GO & Domain,9.47E-07,0.83821993,6.10265E-05,Low,Intermediate
7171|*|comp147820_c1_seq3,1691,"gi|332020583|gb|EGI60991.1| Opsin, blue-sensitive ",357,1.46E-237,812.191036,GO:0007602 phototransduction | GO:0018298 protein-chromophore linkage | GO:0007186 G-protein coupled receptor signaling pathway | GO:0007601 visual perception,GO:0016021 integral to membrane,GO:0004930 G-protein coupled receptor activity | GO:0009881 photoreceptor activity,-,pfam00001 7tm_1 | pfam10323 7TM_GPCR_Srv | pfam10320 7TM_GPCR_Srsx | pfam10328 7TM_GPCR_Srx | pfam02118 Srg | pfam04819 DUF716,GO & Domain,3.29E-07,0.858624586,2.66591E-05,Low,Bimodal
7174|*|comp147619_c0_seq1,1691,gi|322802335|gb|EFZ22731.1| hypothetical protein SINV_14681 ,85,9.30E-30,138.725121,GO:0035725 sodium ion transmembrane transport,GO:0016021 integral to membrane,GO:0005272 sodium channel activity,-,-,GO only,5.08E-06,0.799291796,0.000237178,Low,Low
717|*|Contig5038,4671,gi|189242090|ref|XP_001807843.1| PREDICTED: similar to putative gag-pol protein ,989,0,1124.919712,GO:0006278 RNA-dependent DNA replication | GO:0006508 proteolysis | GO:0015074 DNA integration,-,GO:0003964 RNA-directed DNA polymerase activity | GO:0003723 RNA binding | GO:0004190 aspartic-type endopeptidase activity,-,pfam00078 RVT_1 | pfam00665 rve,GO & Domain,9.92E-09,0.909390523,1.64E-06,Low,Bimodal
71843|*|comp2888713_c0_seq1,258,-,-,-,-,-,-,-,-,-,,1.11066E-05,0.777970288,0.000440009,Low,NotResp
71846|*|comp2916748_c0_seq1,258,-,-,-,-,-,-,-,-,-,,2.46E-06,0.817201022,0.00013065,Low,NotResp
7184|*|Contig4850,1690,gi|489444463|ref|WP_003349904.1| hypothetical protein ,121,8.65E-43,179.554833,-,-,-,-,-,,1.40E-13,0.977775927,1.69E-10,Intermediate,Intermediate
71895|*|comp122012_c0_seq1,258,-,-,-,-,-,-,-,-,-,,2.94E-06,0.81288479,0.000151741,Low,Intermediate
72057|*|comp131941_c0_seq1,257,-,-,-,-,-,-,-,-,-,,1.08E-09,0.931504546,2.77E-07,High,Intermediate
7214|*|Contig24,1684,gi|322786210|gb|EFZ12815.1| hypothetical protein SINV_13908 ,239,3.43E-106,376.075866,GO:0006508 proteolysis,-,GO:0004252 serine-type endopeptidase activity,-,pfam00089 Trypsin | pfam03761 DUF316,GO & Domain,1.09293E-05,0.778431809,0.000435861,Low,High
72178|*|comp150682_c0_seq14,257,-,-,-,-,-,-,-,-,-,,1.48E-13,0.977616823,1.77E-10,Bimodal,Intermediate
7221|*|comp141817_c0_seq1,1684,gi|332017690|gb|EGI58371.1| Tudor and KH domain-containing protein ,209,3.89E-102,362.615522,-,-,GO:0003723 RNA binding,-,pfam00567 TUDOR,GO & Domain,5.96E-06,0.795100144,0.00026984,Low,Intermediate
7236|*|comp146147_c0_seq1,1683,gi|307198870|gb|EFN79639.1| hypothetical protein EAI_08599 ,70,1.68E-12,83.089029,-,-,-,-,pfam10545 MADF_DNA_bdg,Domain only,6.61E-15,0.984835176,1.38E-11,Low,Low
72389|*|comp139488_c1_seq1,257,gi|66563168|ref|XP_392720.2| PREDICTED: alanine aminotransferase 2-like isoform 1 ,84,2.11E-40,164.748454,GO:0042851 L-alanine metabolic process | GO:0009058 biosynthetic process | GO:0006103 2-oxoglutarate metabolic process | GO:0006531 aspartate metabolic process | GO:0015976 carbon utilization,GO:0005739 mitochondrion,GO:0030170 pyridoxal phosphate binding | GO:0004021 L-alanine:2-oxoglutarate aminotransferase activity,-,-,GO only,1.03E-07,0.878037369,1.07186E-05,Intermediate,Intermediate
7246|*|Contig6485,1682,-,-,-,-,-,-,-,-,-,,8.86E-08,0.880395292,9.50E-06,Low,Low
7248|*|comp144600_c0_seq1,1681,gi|307196094|gb|EFN77803.1| hypothetical protein EAI_13303 ,154,5.21E-52,207.821557,-,-,-,-,-,,2.65E-06,0.815378076,0.000139482,Intermediate,Intermediate
72524|*|comp150126_c1_seq4,256,-,-,-,-,-,-,-,-,-,,8.53E-07,0.840367923,5.62779E-05,High,Low
72579|*|comp981440_c0_seq1,256,-,-,-,-,-,-,-,-,-,,2.45E-08,0.898397451,3.36E-06,High,Intermediate
72763|*|comp124776_c0_seq1,256,-,-,-,-,-,-,-,-,-,,2.42E-06,0.817571172,0.000129024,Low,Low
7283|*|comp157603_c0_seq1,1675,gi|307191544|gb|EFN75047.1| ADP-ribosylation factor-like protein 8B ,186,7.65E-125,437.993452,GO:0007264 small GTPase mediated signal transduction,GO:0005622 intracellular,GO:0005525 GTP binding,-,pfam00025 Arf | pfam00071 Ras | pfam08477 Miro | pfam04670 Gtr1_RagA | pfam09439 SRPRB,GO & Domain,9.12E-06,0.783560743,0.000379158,Low,Low
7289|*|comp144286_c0_seq5,1674,gi|307209678|gb|EFN86536.1| hypothetical protein EAI_04374 ,44,7.35E-19,103.728225,-,-,-,-,-,,4.50E-06,0.802423923,0.000213567,Low,High
72934|*|comp143146_c0_seq1,255,-,-,-,-,-,-,-,-,-,,6.07E-06,0.794639477,0.000273196,Bimodal,High
73170|*|comp140761_c0_seq1,255,-,-,-,-,-,-,-,-,-,,3.69E-11,0.955248508,1.64E-08,Intermediate,Intermediate
7318|*|comp150700_c0_seq3,1670,-,-,-,-,-,-,-,-,-,,9.89E-08,0.878703346,1.03544E-05,Low,Low
7319|*|Contig747,1669,gi|380017865|ref|XP_003692865.1| PREDICTED: uncharacterized protein LOC100867086 ,51,1.29E-17,99.690121,-,-,-,-,-,,1.10E-06,0.835005215,6.89169E-05,Low,Low
731|*|Contig4593,4651,gi|322797531|gb|EFZ19575.1| hypothetical protein SINV_02878 ,571,0,1231.705113,GO:0006810 transport,GO:0016020 membrane,GO:0005215 transporter activity,-,pfam01566 Nramp | pfam12730 ABC2_membrane_4,GO & Domain,7.89E-08,0.88213561,8.72E-06,Low,Low
73324|*|comp140528_c0_seq2,255,-,-,-,-,-,-,-,-,-,,3.47E-11,0.955595102,1.56E-08,Low,NotResp
7337|*|comp149195_c0_seq15,1666,-,-,-,-,-,-,-,-,-,,1.27E-08,0.906521496,1.98E-06,Low,Low
73461|*|comp105328_c0_seq1,254,-,-,-,-,-,-,-,-,-,,1.08136E-05,0.778736336,0.000432127,Intermediate,Low
73503|*|comp150692_c0_seq1,254,gi|133916482|emb|CAM36311.1| hypothetical protein ,50,1.39E-12,79.499604,-,-,-,-,-,,3.49E-06,0.808730735,0.000174329,High,Bimodal
7351|*|comp149721_c0_seq2,1663,-,-,-,-,-,-,-,-,-,,1.71E-06,0.825497484,9.73045E-05,Low,Low
73574|*|comp149239_c11_seq1,254,-,-,-,-,-,-,-,-,-,,1.09891E-05,0.77827558,0.000437621,Bimodal,Intermediate
7360|*|comp145530_c0_seq3,1662,gi|340381732|ref|XP_003389375.1| PREDICTED: putative nuclease HARBI1-like ,230,6.55E-61,234.742247,-,-,-,-,pfam13359 DDE_4 | pfam04827 Plant_tran,Domain only,2.92E-07,0.860799178,2.418E-05,Low,Low
7366|*|comp145913_c1_seq2,1661,gi|328697758|ref|XP_003240429.1| PREDICTED: hypothetical protein LOC100574382 ,478,4.36E-133,465.36282,-,-,GO:0046983 protein dimerization activity | GO:0003677 DNA binding,-,-,GO only,5.34E-12,0.964900207,3.13E-09,NotResp,Intermediate
7369|*|comp150964_c0_seq1,1660,gi|332022215|gb|EGI62530.1| Transmembrane BAX inhibitor motif-containing protein 4 ,249,5.91E-153,531.318509,-,GO:0016021 integral to membrane,-,-,pfam01027 Bax1-I,GO & Domain,5.82E-09,0.915298159,1.08E-06,Intermediate,Intermediate
736|*|Contig2694,4636,gi|332027813|gb|EGI67878.1| ATP-binding cassette sub-family G member 1 ,613,0,1187.285976,GO:0006200 ATP catabolic process | GO:0015716 organic phosphonate transport | GO:0015748 organophosphate ester transport,GO:0016020 membrane,GO:0015416 organic phosphonate transmembrane-transporting ATPase activity | GO:0005524 ATP binding,-,pfam01061 ABC2_membrane | pfam00005 ABC_tran | pfam12698 ABC2_membrane_3 | pfam12730 ABC2_membrane_4 | pfam07673 DUF1602 | pfam13558 SbcCD_C | pfam13481 AAA_25,GO & Domain,4.56E-11,0.954033843,1.94E-08,Low,Low
7374|*|Contig4245,1660,-,-,-,-,-,-,-,-,-,,1.93E-06,0.822720908,0.000107736,Low,Low
73807|*|comp132138_c0_seq1,253,-,-,-,-,-,-,-,-,-,,8.50E-07,0.840428709,5.61862E-05,High,High
7391|*|Contig6192,1657,gi|307212272|gb|EFN88080.1| Tetratricopeptide repeat protein 27 ,239,4.41E-98,349.155177,GO:0055114 oxidation-reduction process,-,GO:0016491 oxidoreductase activity,-,-,GO only,2.39E-06,0.81778944,0.000127965,Low,Low
73947|*|comp2271049_c0_seq1,253,gi|332024523|gb|EGI64721.1| Pre-rRNA-processing protein TSR1-like protein ,56,1.75E-24,116.739891,GO:0042254 ribosome biogenesis,GO:0005634 nucleus,-,-,-,GO only,6.18E-06,0.794152552,0.000277751,Low,NotResp
7400|*|comp144481_c0_seq1,1655,-,-,-,-,-,-,-,-,-,,8.19E-06,0.786532233,0.000347159,Intermediate,Intermediate
74100|*|comp94413_c0_seq1,253,gi|332027814|gb|EGI67879.1| ATP-binding cassette sub-family G member 4 ,27,1.45E-05,57.065696,-,-,-,-,-,,1.34E-10,0.947354531,4.85E-08,High,Low
74122|*|comp148403_c1_seq6,253,-,-,-,-,-,-,-,-,-,,2.53E-07,0.863296103,2.16618E-05,Low,Low
74162|*|comp149555_c1_seq18,253,-,-,-,-,-,-,-,-,-,,1.15E-08,0.907664154,1.85E-06,Intermediate,Intermediate
7420|*|comp149947_c0_seq7,1651,gi|307166680|gb|EFN60677.1| hypothetical protein EAG_14899 ,84,2.57E-23,118.085926,-,-,-,-,-,,4.56E-06,0.80203632,0.000216215,Bimodal,Low
7425|*|comp148577_c0_seq1,1650,gi|322781647|gb|EFZ10267.1| hypothetical protein SINV_15374 ,172,6.42E-91,325.375235,-,-,-,-,pfam13359 DDE_4 | pfam04827 Plant_tran,Domain only,2.29E-07,0.86499433,2.01654E-05,NotResp,Intermediate
7427|*|comp137734_c0_seq1,1650,-,-,-,-,-,-,-,-,-,,1.93E-07,0.867929636,1.7527E-05,Low,Intermediate
7434|*|Contig803,1649,gi|332030542|gb|EGI70230.1| DNA-directed RNA polymerase I subunit RPA49 ,378,7.48E-190,653.807646,"GO:0006351 transcription, DNA-dependent | GO:0006729 tetrahydrobiopterin biosynthetic process | GO:0006144 purine base metabolic process | GO:0006206 pyrimidine base metabolic process",GO:0005730 nucleolus,GO:0003899 DNA-directed RNA polymerase activity | GO:0003677 DNA binding | GO:0008124 4-alpha-hydroxytetrahydrobiopterin dehydratase activity,-,pfam06870 RNA_pol_I_A49,GO & Domain,1.41E-09,0.929178486,3.43E-07,High,Low
74402|*|comp140238_c0_seq1,252,-,-,-,-,-,-,-,-,-,,1.07E-11,0.961711835,5.65E-09,High,Low
74490|*|comp139458_c0_seq1,252,-,-,-,-,-,-,-,-,-,,5.56E-07,0.848846729,4.01213E-05,Bimodal,Intermediate
7463|*|comp137518_c0_seq1,1644,gi|322798593|gb|EFZ20197.1| hypothetical protein SINV_03056 ,446,9.42E-247,842.70115,GO:0032259 methylation,-,GO:0016874 ligase activity | GO:0042393 histone binding | GO:0008168 methyltransferase activity,-,-,GO only,5.00E-07,0.850902245,3.68552E-05,Low,Low
